list-id-none,1,1,4,3,134904,44968,0
list-id-none,1,2,4,6,171287,28547,0
list-id-none,1,4,4,12,101640,8470,0
list-id-none,1,8,4,24,110492,4603,0
list-id-none,1,16,4,48,108480,2260,0
list-id-none,4,1,4,12,349390,29115,0
list-id-none,8,1,4,24,424788,17699,0
list-id-none,8,2,4,48,504291,10506,0
list-id-none,12,2,4,72,672589,9341,0
list-id-none,12,8,4,288,665077,2309,0
list-id-none,16,2,4,96,841143,8761,0
list-id-none,16,4,4,192,861909,4489,0
list-id-m,1,10,4,30,120891,4029,186
list-id-m,1,20,4,60,122234,2037,113
list-id-m,1,40,4,120,313883,2615,125
list-id-m,1,80,4,240,220247,917,73
list-id-m,4,10,4,120,284105,2367,183
list-id-m,4,20,4,240,351846,1466,1031
list-id-m,4,40,4,480,493829,1028,379
list-id-m,4,80,4,960,1181305,1230,2026
list-id-m,8,10,4,240,658059,2741,3749
list-id-m,8,20,4,480,603693,1257,655
list-id-m,8,40,4,960,1201890,1251,3675
list-id-m,8,80,4,1920,2481176,1292,5712
list-id-m,12,10,4,360,620754,1724,1011
list-id-m,12,20,4,720,1162748,1614,7253
list-id-m,12,40,4,1440,1833435,1273,5404
list-id-m,12,80,4,2880,4399837,1527,11533
list-id-m,16,10,4,480,893279,1860,898
list-id-m,16,20,4,960,1446306,1506,7804
list-id-m,16,40,4,1920,3067907,1597,15300
list-id-m,16,80,4,3840,6969451,1814,20837
list-id-s,1,10,4,30,222921,7430,153
list-id-s,1,20,4,60,244788,4079,135
list-id-s,1,40,4,120,159043,1325,55
list-id-s,1,80,4,240,201067,837,53
list-id-s,4,10,4,120,334776,2789,216
list-id-s,4,20,4,240,331616,1381,458
list-id-s,4,40,4,480,568031,1183,1317
list-id-s,4,80,4,960,813300,847,1042
list-id-s,8,10,4,240,480532,2002,255
list-id-s,8,20,4,480,614093,1279,824
list-id-s,8,40,4,960,955740,995,2055
list-id-s,8,80,4,1920,2302605,1199,5218
list-id-s,12,10,4,360,621214,1725,92
list-id-s,12,20,4,720,1120849,1556,6476
list-id-s,12,40,4,1440,1527892,1061,3834
list-id-s,12,80,4,2880,4370764,1517,11950
list-id-s,16,10,4,480,882224,1837,85
list-id-s,16,20,4,960,1503053,1565,10040
list-id-s,16,40,4,1920,3061807,1594,13882
list-id-s,16,80,4,3840,6614225,1722,17144
list-id-none,1,1,4,3,229835,76611,0
list-id-none,1,2,4,6,92220,15370,0
list-id-none,1,4,4,12,96987,8082,0
list-id-none,1,8,4,24,105477,4394,0
list-id-none,1,16,4,48,230737,4807,0
list-id-none,4,2,4,24,326074,13586,0
list-id-none,4,4,4,48,240307,5006,0
list-id-none,4,8,4,96,261985,2729,0
list-id-none,8,1,4,24,535086,22295,0
list-id-none,8,2,4,48,398046,8292,0
list-id-none,8,4,4,96,454585,4735,0
list-id-none,12,4,4,144,632077,4389,0
list-id-none,12,16,4,576,589579,1023,0
